framework,year,mean_survivability,p10_survivability,p90_survivability,warming_stress,el_nino_stress,biosphere_integrity,resource_pressure,social_cohesion,adaptive_capacity
artificial_wisdom,2067,70.51,51.82,85.89,24.75,13.26,87.95,22.53,66.35,97.74
artificial_wisdom,2068,70.8,51.72,87.93,23.69,18.02,92.57,18.24,64.97,99.09
artificial_wisdom,2069,70.77,52.15,87.46,25.64,10.93,85.82,12.42,64.63,98.85
artificial_wisdom,2070,70.59,52.38,88.84,26.28,6.86,82.25,6.25,65.52,100.0
artificial_wisdom,2071,70.29,51.97,88.15,28.86,8.19,81.78,10.2,64.99,98.08
artificial_wisdom,2072,70.25,50.66,87.94,26.9,5.16,75.39,10.57,65.64,97.06
artificial_wisdom,2073,70.14,51.46,89.15,24.37,5.55,80.64,10.58,64.02,95.35
artificial_wisdom,2074,69.88,49.27,89.34,23.77,2.56,80.37,10.67,69.47,98.25
artificial_wisdom,2075,69.74,49.82,88.77,26.48,0.16,82.48,7.15,70.34,99.57
artificial_wisdom,2076,69.55,50.55,88.66,23.79,6.33,84.29,1.34,71.94,98.41
artificial_wisdom,2077,69.55,49.98,89.23,23.4,6.79,85.57,0.0,68.41,100.0
artificial_wisdom,2078,69.45,48.79,87.72,26.9,11.47,91.08,0.0,70.63,94.32
artificial_wisdom,2079,69.34,48.3,88.13,31.34,10.37,87.67,5.93,72.44,88.71
artificial_wisdom,2080,69.24,49.45,87.83,31.83,6.51,88.11,4.44,76.46,84.5
artificial_wisdom,2081,69.01,49.43,87.87,32.38,12.58,85.73,4.97,76.94,82.5
artificial_wisdom,2082,69.11,49.74,88.28,33.93,10.81,83.0,10.15,79.17,82.06
artificial_wisdom,2083,68.95,47.75,88.46,31.62,6.71,86.8,9.62,80.43,81.58
artificial_wisdom,2084,68.83,49.12,88.5,33.07,5.35,89.19,8.97,82.8,83.66
artificial_wisdom,2085,68.77,47.78,89.01,32.32,2.01,86.48,6.65,79.76,86.32
artificial_wisdom,2086,68.73,46.81,88.32,31.79,6.56,93.42,6.62,75.01,85.24
artificial_wisdom,2087,68.82,48.34,88.68,31.16,1.11,92.68,7.38,73.55,83.0
artificial_wisdom,2088,68.67,49.03,88.82,28.48,8.07,92.22,4.79,72.33,85.93
artificial_wisdom,2089,68.67,46.72,87.85,26.02,8.26,94.42,6.94,76.43,84.35
artificial_wisdom,2090,68.53,45.94,87.58,29.02,4.6,93.25,10.43,78.8,84.42
artificial_wisdom,2091,68.25,44.73,87.39,25.04,5.66,91.37,7.56,76.76,85.22
artificial_wisdom,2092,68.49,47.49,87.5,18.27,5.92,91.91,5.7,79.81,87.12
artificial_wisdom,2093,68.49,46.28,86.98,16.05,3.04,94.01,1.05,78.79,85.3
artificial_wisdom,2094,68.15,45.88,85.75,15.86,3.33,94.14,4.36,79.44,84.42
artificial_wisdom,2095,68.21,45.11,86.47,11.82,6.7,95.75,8.61,77.14,84.56
artificial_wisdom,2096,68.03,44.6,86.39,11.24,5.43,95.79,3.37,79.58,86.59
artificial_wisdom,2097,67.67,46.24,87.18,14.23,11.4,94.86,3.16,79.55,92.48
artificial_wisdom,2098,67.73,46.55,86.4,8.63,11.0,90.46,0.0,73.45,88.4
artificial_wisdom,2099,67.87,46.07,86.72,11.44,6.62,89.8,0.0,75.26,85.16
artificial_wisdom,2100,67.82,47.73,86.81,14.99,2.65,87.61,0.27,75.32,89.5
artificial_wisdom,2101,67.8,46.02,86.88,14.95,0.0,86.04,0.0,77.49,90.71
artificial_wisdom,2102,67.89,46.22,87.74,14.2,4.41,84.56,0.0,78.01,95.36
artificial_wisdom,2103,67.79,46.3,87.88,13.51,2.76,81.53,1.96,76.23,96.46
artificial_wisdom,2104,67.8,45.11,88.62,7.41,5.6,77.64,0.0,79.4,92.52
artificial_wisdom,2105,67.88,46.61,87.11,6.78,5.01,74.76,3.93,83.88,86.67
artificial_wisdom,2106,67.52,45.83,86.54,2.04,6.73,70.96,2.66,84.26,88.81
artificial_wisdom,2107,67.37,43.97,88.64,0.99,6.01,68.74,6.44,82.76,89.9
artificial_wisdom,2108,67.18,44.91,88.67,0.0,5.44,68.34,5.85,79.71,92.35
artificial_wisdom,2109,67.1,45.1,87.16,3.86,6.99,70.65,8.27,82.45,93.33
artificial_wisdom,2110,67.18,44.59,88.47,4.11,8.53,70.96,5.24,82.49,87.73
artificial_wisdom,2111,67.15,44.44,88.12,3.71,8.43,74.78,5.6,85.25,87.79
artificial_wisdom,2112,67.11,45.22,88.94,0.25,2.88,71.98,1.4,87.17,87.24
artificial_wisdom,2113,67.13,44.92,88.84,1.57,2.78,75.22,4.48,85.24,86.48
artificial_wisdom,2114,66.84,45.93,88.43,0.0,0.0,77.36,7.94,85.23,85.06
artificial_wisdom,2115,66.79,44.08,87.33,2.88,0.0,78.0,8.27,83.51,89.31
artificial_wisdom,2116,66.61,43.82,87.09,5.4,1.02,77.84,7.01,81.97,85.45
artificial_wisdom,2117,66.35,42.87,88.4,9.15,4.12,80.35,3.63,88.19,91.45
artificial_wisdom,2118,66.37,42.71,87.45,9.32,0.86,77.86,4.78,85.44,91.41
artificial_wisdom,2119,66.29,43.91,87.79,12.2,0.0,83.98,9.38,81.7,87.24
artificial_wisdom,2120,66.13,44.29,86.8,10.95,0.0,83.3,1.54,81.01,92.71
artificial_wisdom,2121,65.83,43.2,86.98,7.21,0.0,78.94,3.35,80.34,98.6
artificial_wisdom,2122,65.58,44.16,87.33,7.44,0.68,80.7,1.74,76.33,99.57
artificial_wisdom,2123,65.75,43.71,86.86,6.52,1.26,81.93,0.1,77.61,100.0
artificial_wisdom,2124,65.85,42.86,86.81,2.8,6.44,81.31,0.0,84.9,100.0
artificial_wisdom,2125,65.62,43.58,86.17,6.52,7.94,76.38,0.26,83.31,96.04
artificial_wisdom,2126,65.74,42.75,86.69,0.82,7.02,78.26,1.33,82.39,93.71
artificial_wisdom,2127,65.75,44.33,86.5,0.0,4.29,75.27,0.62,82.34,91.09
artificial_wisdom,2128,65.43,44.08,87.47,0.0,3.03,75.37,2.04,82.89,92.57
artificial_wisdom,2129,65.1,41.48,87.44,0.0,1.55,76.31,3.87,78.11,93.11
artificial_wisdom,2130,65.42,41.47,88.45,3.23,0.94,76.13,5.12,78.86,95.2
artificial_wisdom,2131,65.31,42.69,86.73,3.06,1.43,73.89,4.51,82.63,94.65
artificial_wisdom,2132,65.32,40.88,86.81,2.16,0.0,76.37,1.84,85.38,91.91
artificial_wisdom,2133,65.56,42.38,86.87,0.0,0.82,76.87,2.64,88.6,90.74
artificial_wisdom,2134,65.55,40.71,86.29,0.94,0.0,80.75,4.43,90.23,91.37
artificial_wisdom,2135,65.48,40.68,86.9,0.0,0.0,82.37,4.27,90.62,87.35
artificial_wisdom,2136,65.56,41.45,87.32,0.15,0.0,79.23,3.71,85.08,89.51
artificial_wisdom,2137,65.57,39.84,88.12,2.31,0.04,76.36,0.77,84.65,82.31
artificial_wisdom,2138,65.4,39.21,87.16,2.47,2.23,75.53,0.0,85.22,83.43
artificial_wisdom,2139,65.24,38.3,87.02,5.36,2.08,73.57,0.0,85.78,88.16
artificial_wisdom,2140,65.16,39.64,87.07,4.01,0.35,71.07,0.0,86.8,84.14
artificial_wisdom,2141,65.24,40.28,86.87,0.0,0.0,67.83,1.6,82.9,78.96
artificial_wisdom,2142,65.3,38.16,87.9,0.15,0.0,69.23,3.73,82.9,75.13
artificial_wisdom,2143,65.02,38.2,87.86,0.0,1.7,67.59,0.0,86.24,73.95
artificial_wisdom,2144,65.23,39.12,88.47,0.0,1.64,70.8,0.69,85.26,76.06
artificial_wisdom,2145,65.23,37.54,88.78,6.06,5.71,72.92,0.0,96.52,72.53
artificial_wisdom,2146,65.28,38.59,87.17,4.55,4.38,77.91,1.16,92.24,73.4
artificial_wisdom,2147,65.13,38.92,86.63,5.8,2.84,74.36,0.0,90.94,73.53
artificial_wisdom,2148,65.35,39.27,86.25,3.86,4.73,71.62,0.0,88.73,77.65
artificial_wisdom,2149,65.42,38.99,88.66,1.75,11.1,73.2,0.0,86.21,78.44
artificial_wisdom,2150,65.32,41.57,87.73,0.0,16.43,70.34,1.94,90.55,78.18
artificial_wisdom,2151,65.29,39.27,87.93,0.0,12.85,71.54,4.47,90.68,74.04
artificial_wisdom,2152,65.06,37.96,87.81,0.0,10.32,65.1,2.28,86.37,75.87
artificial_wisdom,2153,65.04,39.08,86.96,5.45,14.24,63.48,0.77,88.39,79.12
artificial_wisdom,2154,65.03,38.51,86.15,3.82,11.45,70.21,0.35,86.91,79.54
artificial_wisdom,2155,65.25,41.32,86.68,5.17,6.52,69.58,0.0,86.07,85.24
artificial_wisdom,2156,65.08,40.08,86.3,7.01,5.27,66.89,0.0,89.22,83.62
artificial_wisdom,2157,64.73,40.83,86.08,10.98,0.4,66.12,5.13,83.18,87.25
artificial_wisdom,2158,64.43,39.47,85.2,5.05,1.86,65.72,7.5,73.7,81.56
artificial_wisdom,2159,64.16,39.59,84.91,2.97,1.83,63.14,6.74,70.14,80.43
artificial_wisdom,2160,64.15,38.79,85.05,0.05,2.44,65.0,10.94,68.16,79.54
artificial_wisdom,2161,64.23,39.76,85.6,0.0,1.31,64.95,6.15,69.28,76.86
artificial_wisdom,2162,64.12,38.1,86.01,0.0,0.0,68.54,5.63,72.75,77.74
artificial_wisdom,2163,64.06,38.26,86.32,0.0,0.0,70.93,3.23,69.5,77.27
artificial_wisdom,2164,64.0,37.93,86.14,0.0,0.0,70.06,1.69,61.77,78.84
artificial_wisdom,2165,64.09,39.21,86.75,0.0,4.11,66.72,0.0,65.35,74.15
artificial_wisdom,2166,63.85,38.39,84.73,0.0,5.36,65.84,0.0,65.93,73.63
artificial_wisdom,2167,63.61,37.86,84.48,3.47,6.37,75.06,0.0,65.86,70.5
artificial_wisdom,2168,63.42,36.7,83.58,6.55,7.88,77.43,0.0,63.61,64.48
artificial_wisdom,2169,63.33,37.58,83.65,11.28,8.19,76.75,2.7,65.83,67.47
artificial_wisdom,2170,63.41,37.22,84.17,6.02,6.37,77.45,3.67,68.68,64.51
artificial_wisdom,2171,63.38,36.74,85.71,6.02,12.04,79.63,6.18,68.56,66.87
artificial_wisdom,2172,63.29,37.01,85.1,11.04,10.4,83.41,3.45,70.28,69.65
artificial_wisdom,2173,63.38,37.01,86.55,8.38,12.02,81.49,0.94,70.24,75.51
artificial_wisdom,2174,63.12,36.94,85.46,8.92,12.86,79.4,1.07,66.66,73.87
artificial_wisdom,2175,63.26,36.15,85.33,11.03,10.63,83.86,0.36,66.02,77.76
artificial_wisdom,2176,63.24,38.39,85.32,8.69,5.96,87.88,1.5,59.51,77.96
artificial_wisdom,2177,63.28,35.53,85.06,7.08,10.32,85.8,0.0,56.75,74.86
artificial_wisdom,2178,63.02,36.57,85.18,4.58,4.36,82.81,0.0,52.26,70.25
artificial_wisdom,2179,63.01,36.37,85.32,2.63,1.72,79.24,1.33,52.14,69.02
artificial_wisdom,2180,62.88,36.75,85.93,0.84,6.39,80.07,2.66,44.38,67.12
artificial_wisdom,2181,62.68,36.08,86.15,0.0,4.16,81.3,0.54,45.95,64.12
artificial_wisdom,2182,62.33,37.24,85.01,1.33,0.55,80.63,1.7,47.59,63.8
artificial_wisdom,2183,62.03,35.51,84.53,6.76,0.0,79.38,0.0,52.92,62.76
artificial_wisdom,2184,61.95,35.14,85.74,2.84,4.16,83.2,0.22,48.62,64.09
artificial_wisdom,2185,61.79,35.08,86.46,0.58,0.1,86.44,0.0,50.36,65.53
artificial_wisdom,2186,61.77,33.54,85.76,6.34,1.26,80.37,0.0,50.57,66.66
artificial_wisdom,2187,61.96,34.87,85.85,8.89,0.0,79.49,2.81,55.21,72.31
artificial_wisdom,2188,61.68,35.62,85.3,7.32,5.09,84.74,6.3,57.35,74.86
artificial_wisdom,2189,61.7,34.68,86.15,4.56,0.03,87.79,5.16,57.27,73.19
artificial_wisdom,2190,61.4,33.81,84.09,2.98,0.93,84.84,5.27,58.01,73.02
artificial_wisdom,2191,61.62,35.58,82.41,0.35,3.32,90.56,3.36,61.73,75.75
artificial_wisdom,2192,61.3,36.57,84.66,0.0,0.64,88.68,5.61,62.31,77.24
artificial_wisdom,2193,61.35,35.95,85.35,1.51,0.0,86.55,1.84,61.82,76.95
artificial_wisdom,2194,61.24,35.53,86.07,1.63,0.0,89.38,4.49,66.48,79.15
artificial_wisdom,2195,61.51,36.81,86.31,1.78,2.22,91.32,2.43,70.36,84.37
artificial_wisdom,2196,61.59,36.23,86.92,7.31,2.12,92.31,3.58,70.35,86.3
artificial_wisdom,2197,61.69,36.0,87.01,6.55,1.36,97.61,3.98,70.55,89.01
artificial_wisdom,2198,61.52,36.8,86.91,6.59,2.19,97.44,0.22,70.47,85.66
artificial_wisdom,2199,61.45,36.34,87.23,6.82,0.0,100.0,2.36,71.32,85.43
artificial_wisdom,2200,61.49,36.73,87.04,7.66,0.0,96.73,1.82,72.37,85.25
