framework,year,mean_survivability,p10_survivability,p90_survivability,warming_stress,el_nino_stress,biosphere_integrity,resource_pressure,social_cohesion,adaptive_capacity
artificial_wisdom,2089,68.0,46.1,87.77,30.21,6.62,93.05,7.09,76.17,84.35
artificial_wisdom,2090,67.84,45.29,87.34,33.27,3.25,91.86,10.6,78.53,84.42
artificial_wisdom,2091,67.53,43.58,87.2,29.36,4.55,89.96,7.74,76.49,85.22
artificial_wisdom,2092,67.74,47.09,86.99,22.66,5.01,90.57,5.9,79.53,87.12
artificial_wisdom,2093,67.73,44.96,86.46,20.5,2.3,92.66,1.26,78.49,85.3
artificial_wisdom,2094,67.37,44.43,85.7,20.37,2.72,92.78,4.58,79.13,84.42
artificial_wisdom,2095,67.51,43.66,85.77,16.4,4.59,94.37,8.84,76.82,84.56
artificial_wisdom,2096,67.3,43.96,85.63,15.89,3.7,94.4,3.61,79.26,86.59
artificial_wisdom,2097,66.91,45.07,86.5,18.94,9.99,93.45,3.42,79.22,92.48
artificial_wisdom,2098,66.94,45.17,85.69,13.41,9.85,89.04,0.0,73.11,88.4
artificial_wisdom,2099,67.06,45.17,86.34,16.28,5.67,88.46,0.0,74.91,85.16
artificial_wisdom,2100,67.0,47.04,86.3,19.89,1.87,86.26,0.28,74.96,89.5
artificial_wisdom,2101,66.95,45.1,86.5,19.92,0.0,84.67,0.0,77.12,90.71
artificial_wisdom,2102,67.14,44.86,86.28,19.23,2.81,83.18,0.0,77.64,95.36
artificial_wisdom,2103,67.0,45.61,87.52,18.61,1.45,80.14,1.97,75.84,96.46
artificial_wisdom,2104,66.99,44.59,88.29,12.57,4.52,76.25,0.0,79.0,92.52
artificial_wisdom,2105,67.04,45.7,86.73,12.01,4.13,73.35,3.94,83.47,86.67
artificial_wisdom,2106,66.66,44.57,86.55,7.34,6.01,69.54,2.69,83.84,88.81
artificial_wisdom,2107,66.49,43.59,88.06,6.35,5.41,67.32,6.47,82.33,89.9
artificial_wisdom,2108,66.28,44.11,88.18,4.5,4.96,66.91,5.9,79.27,92.35
artificial_wisdom,2109,66.28,43.56,86.88,8.42,5.0,69.21,8.32,82.01,93.33
artificial_wisdom,2110,66.34,43.32,87.68,8.74,6.89,69.51,5.31,82.04,87.73
artificial_wisdom,2111,66.29,43.44,87.76,8.4,7.09,73.32,5.68,84.79,87.79
artificial_wisdom,2112,66.22,43.51,88.77,5.01,1.78,70.52,1.49,86.7,87.24
artificial_wisdom,2113,66.2,42.58,88.44,6.4,1.88,73.75,4.58,84.76,86.48
artificial_wisdom,2114,65.89,44.06,87.8,4.47,0.0,75.88,8.06,84.74,85.06
artificial_wisdom,2115,65.84,42.7,86.6,7.42,0.0,76.52,8.4,83.01,89.31
artificial_wisdom,2116,65.73,42.27,85.78,10.01,0.0,76.36,7.15,81.46,85.45
artificial_wisdom,2117,65.44,41.42,87.64,13.82,3.28,78.85,3.78,87.67,91.45
artificial_wisdom,2118,65.43,41.1,86.82,14.06,0.18,76.35,4.95,84.91,91.41
artificial_wisdom,2119,65.32,42.27,86.68,17.0,0.0,82.46,9.56,81.15,87.24
artificial_wisdom,2120,65.14,42.79,86.02,15.82,0.0,81.76,1.73,80.45,92.71
artificial_wisdom,2121,64.83,42.86,85.45,12.14,0.0,77.4,3.55,79.77,98.6
artificial_wisdom,2122,64.65,42.88,86.38,12.43,0.0,79.15,1.95,75.75,99.57
artificial_wisdom,2123,64.8,41.97,86.21,11.58,0.7,80.37,0.33,77.01,100.0
artificial_wisdom,2124,64.87,41.58,86.01,7.93,5.99,79.75,0.0,84.28,100.0
artificial_wisdom,2125,64.61,40.22,85.91,11.71,7.56,74.81,0.27,82.68,96.04
artificial_wisdom,2126,64.72,41.89,86.14,6.07,6.71,76.68,1.36,81.75,93.71
artificial_wisdom,2127,64.71,42.38,85.99,2.79,4.03,73.69,0.66,81.69,91.09
artificial_wisdom,2128,64.48,42.71,86.43,1.77,1.23,73.78,2.09,82.25,92.57
artificial_wisdom,2129,64.12,40.41,86.39,0.0,0.07,74.72,3.92,77.48,93.11
artificial_wisdom,2130,64.41,40.17,87.39,3.3,0.0,74.54,5.19,78.23,95.2
artificial_wisdom,2131,64.27,40.61,86.3,3.19,0.66,72.3,4.59,82.0,94.65
artificial_wisdom,2132,64.28,39.5,85.68,2.36,0.0,74.77,1.93,84.75,91.91
artificial_wisdom,2133,64.5,41.16,85.88,0.0,0.82,75.27,2.74,87.97,90.74
artificial_wisdom,2134,64.57,40.09,84.85,1.0,0.0,79.16,4.54,89.59,91.37
artificial_wisdom,2135,64.46,39.31,86.33,0.0,0.0,80.77,4.4,89.99,87.35
artificial_wisdom,2136,64.5,39.81,85.58,0.21,0.0,77.63,3.84,84.44,89.51
artificial_wisdom,2137,64.49,39.1,85.93,2.44,0.04,74.75,0.92,84.02,82.31
artificial_wisdom,2138,64.31,37.15,85.97,2.66,2.23,73.93,0.0,84.58,83.43
artificial_wisdom,2139,64.13,37.72,85.0,5.62,2.08,71.96,0.0,85.14,88.16
artificial_wisdom,2140,64.15,38.94,86.04,4.34,0.0,69.46,0.0,86.16,84.14
artificial_wisdom,2141,64.18,38.74,86.09,0.32,0.0,66.21,1.62,82.26,78.96
artificial_wisdom,2142,64.21,37.0,86.9,0.53,0.0,67.62,3.75,82.26,75.13
artificial_wisdom,2143,63.92,36.4,86.76,0.0,1.7,65.98,0.0,85.6,73.95
artificial_wisdom,2144,64.11,36.65,87.04,0.0,1.64,69.18,0.7,84.63,76.06
artificial_wisdom,2145,64.1,36.78,87.46,6.12,5.71,71.3,0.0,95.88,72.53
artificial_wisdom,2146,64.23,37.92,86.58,4.68,2.78,76.29,1.17,91.61,73.4
artificial_wisdom,2147,64.04,37.24,85.82,6.0,1.53,72.73,0.0,90.31,73.53
artificial_wisdom,2148,64.24,36.78,85.38,4.12,3.66,69.99,0.0,88.11,77.65
artificial_wisdom,2149,64.3,37.64,87.22,2.08,10.22,71.57,0.0,85.59,78.44
artificial_wisdom,2150,64.19,37.17,87.32,0.0,15.71,68.7,1.95,89.93,78.18
artificial_wisdom,2151,64.13,38.5,86.88,0.0,12.26,69.89,4.49,90.07,74.04
artificial_wisdom,2152,64.0,37.55,86.81,0.0,8.23,63.45,2.31,85.76,75.87
artificial_wisdom,2153,63.94,38.02,85.7,5.52,12.53,61.83,0.82,87.79,79.12
artificial_wisdom,2154,63.9,37.75,85.33,3.95,10.04,68.56,0.41,86.32,79.54
artificial_wisdom,2155,64.11,38.55,86.3,5.37,5.37,67.91,0.0,85.48,85.24
artificial_wisdom,2156,63.93,38.05,85.29,7.27,4.33,65.22,0.0,88.63,83.62
artificial_wisdom,2157,63.55,38.56,85.04,11.31,0.0,64.45,5.14,82.6,87.25
artificial_wisdom,2158,63.33,37.82,84.26,5.44,0.0,64.04,7.52,73.13,81.56
artificial_wisdom,2159,63.03,37.45,84.76,3.42,0.31,61.46,6.77,69.57,80.43
artificial_wisdom,2160,63.0,36.4,84.52,0.57,1.19,63.31,10.98,67.59,79.54
artificial_wisdom,2161,63.06,37.33,84.71,0.4,0.29,63.26,6.21,68.72,76.86
artificial_wisdom,2162,62.94,37.58,85.7,0.0,0.0,66.85,5.69,72.19,77.74
artificial_wisdom,2163,62.85,36.04,85.69,0.0,0.0,69.23,3.31,68.94,77.27
artificial_wisdom,2164,62.89,36.17,85.33,0.0,0.0,68.37,1.78,61.2,78.84
artificial_wisdom,2165,62.95,37.31,85.89,0.0,4.11,65.02,0.0,64.79,74.15
artificial_wisdom,2166,62.7,37.4,83.4,0.0,5.36,64.14,0.0,65.37,73.63
artificial_wisdom,2167,62.43,36.54,83.36,3.54,6.37,73.36,0.0,65.3,70.5
artificial_wisdom,2168,62.22,35.97,83.04,6.68,7.88,75.72,0.0,63.05,64.48
artificial_wisdom,2169,62.11,37.08,83.24,11.48,8.19,75.04,2.71,65.26,67.47
artificial_wisdom,2170,62.26,35.52,83.34,6.29,4.77,75.73,3.69,68.12,64.51
artificial_wisdom,2171,62.19,35.03,84.76,6.34,10.73,77.9,6.21,68.01,66.87
artificial_wisdom,2172,62.07,34.9,84.39,11.43,9.32,81.67,3.5,69.73,69.65
artificial_wisdom,2173,62.13,35.77,85.45,8.84,11.14,79.74,0.99,69.69,75.51
artificial_wisdom,2174,61.85,35.1,84.51,9.44,12.14,77.65,1.14,66.11,73.87
artificial_wisdom,2175,61.96,32.37,84.45,11.62,10.04,82.1,0.44,65.48,77.76
artificial_wisdom,2176,62.03,33.76,84.41,9.35,3.87,86.1,1.6,58.97,77.96
artificial_wisdom,2177,62.01,34.73,84.13,7.8,8.61,84.02,0.0,56.22,74.86
artificial_wisdom,2178,61.72,34.56,84.05,5.37,2.95,81.03,0.0,51.74,70.25
artificial_wisdom,2179,61.69,35.35,84.16,3.47,0.57,77.46,1.35,51.62,69.02
artificial_wisdom,2180,61.54,34.72,84.58,1.76,5.45,78.28,2.68,43.86,67.12
artificial_wisdom,2181,61.33,35.02,85.57,0.0,3.39,79.51,0.57,45.43,64.12
artificial_wisdom,2182,61.07,35.67,84.16,1.4,0.0,78.84,1.74,47.07,63.8
artificial_wisdom,2183,60.72,34.77,84.52,6.89,0.0,77.59,0.0,52.4,62.76
artificial_wisdom,2184,60.61,34.12,84.1,3.04,4.16,81.4,0.24,48.1,64.08
artificial_wisdom,2185,60.42,34.11,85.33,0.84,0.1,84.64,0.0,49.84,65.53
artificial_wisdom,2186,60.38,31.79,85.64,6.66,1.26,78.57,0.0,50.05,66.66
artificial_wisdom,2187,60.56,33.59,85.73,9.28,0.0,77.68,2.82,54.69,72.31
artificial_wisdom,2188,60.38,33.55,84.99,7.78,3.49,82.92,6.33,56.83,74.86
artificial_wisdom,2189,60.36,34.09,85.72,5.08,0.0,85.97,5.2,56.75,73.19
artificial_wisdom,2190,60.03,32.1,83.89,3.57,0.9,83.01,5.31,57.5,73.02
artificial_wisdom,2191,60.24,33.64,82.25,1.01,3.3,88.74,3.42,61.21,75.75
artificial_wisdom,2192,59.89,35.05,83.53,0.0,0.62,86.94,5.68,61.79,77.24
artificial_wisdom,2193,59.93,34.09,83.86,1.57,0.0,84.81,1.92,61.3,76.95
artificial_wisdom,2194,59.89,34.72,84.01,1.76,0.0,87.63,4.58,65.96,79.15
artificial_wisdom,2195,60.14,35.76,85.37,1.98,2.22,89.57,2.53,69.84,84.37
artificial_wisdom,2196,60.2,34.91,85.18,7.57,2.12,90.65,3.69,69.83,86.29
artificial_wisdom,2197,60.27,34.82,86.84,6.87,1.36,95.94,4.1,70.03,89.01
artificial_wisdom,2198,60.08,34.99,85.35,6.98,2.19,95.76,0.35,69.94,85.66
artificial_wisdom,2199,60.01,33.19,86.46,7.27,0.0,98.53,2.51,70.79,85.43
artificial_wisdom,2200,60.11,35.45,86.34,8.18,0.0,95.25,1.97,71.84,85.25
