framework,year,mean_survivability,p10_survivability,p90_survivability,warming_stress,el_nino_stress,biosphere_integrity,resource_pressure,social_cohesion,adaptive_capacity
artificial_wisdom,2137,48.04,25.8,66.98,28.04,0.09,56.03,1.81,90.67,82.09
artificial_wisdom,2138,47.9,25.58,67.74,28.54,2.32,55.07,0.31,91.22,83.19
artificial_wisdom,2139,47.76,25.51,67.81,31.78,2.28,52.96,0.0,91.77,87.91
artificial_wisdom,2140,47.56,25.64,67.75,30.79,2.03,50.31,0.0,92.76,83.88
artificial_wisdom,2141,47.53,25.22,66.9,27.05,0.0,46.94,1.68,88.83,78.68
artificial_wisdom,2142,47.62,25.32,67.06,27.55,0.0,48.21,3.89,88.81,74.83
artificial_wisdom,2143,47.34,24.8,66.72,27.15,1.75,46.43,0.0,92.13,73.64
artificial_wisdom,2144,47.48,24.3,67.9,25.89,1.79,49.5,0.77,91.13,75.73
artificial_wisdom,2145,47.44,23.95,67.19,32.29,5.93,51.47,0.0,100.0,72.18
artificial_wisdom,2146,47.36,26.11,66.25,31.14,6.19,56.31,1.24,95.71,73.04
artificial_wisdom,2147,47.27,26.54,66.01,32.74,4.56,52.6,0.0,94.4,73.15
artificial_wisdom,2148,47.48,27.13,66.42,31.15,6.33,49.7,0.0,92.18,77.25
artificial_wisdom,2149,47.51,25.71,68.06,29.39,12.65,51.13,0.0,89.66,78.03
artificial_wisdom,2150,47.44,25.15,66.7,25.83,18.13,48.11,2.02,94.03,77.75
artificial_wisdom,2151,47.37,24.06,66.14,22.8,14.84,49.16,4.63,94.18,73.6
artificial_wisdom,2152,46.97,23.23,67.42,22.9,13.84,42.57,2.51,89.87,75.41
artificial_wisdom,2153,46.99,22.95,64.54,28.7,17.59,40.79,1.09,91.92,78.64
artificial_wisdom,2154,46.95,22.28,65.48,27.41,14.78,47.37,0.75,90.45,79.05
artificial_wisdom,2155,47.1,23.12,66.13,29.12,9.75,46.58,0.0,89.61,84.73
artificial_wisdom,2156,46.93,22.75,66.49,31.31,8.26,43.73,0.0,92.76,83.09
artificial_wisdom,2157,46.58,22.27,65.79,35.63,3.15,42.81,5.21,86.72,86.71
artificial_wisdom,2158,46.18,22.44,64.77,30.04,5.65,42.24,7.66,77.25,81.0
artificial_wisdom,2159,45.97,21.59,64.95,28.31,5.17,39.51,6.98,73.68,79.85
artificial_wisdom,2160,45.96,22.24,65.66,25.74,5.37,41.22,11.26,71.7,78.94
artificial_wisdom,2161,46.03,21.04,64.98,25.86,3.93,41.02,6.55,72.81,76.25
artificial_wisdom,2162,45.99,19.04,65.45,22.95,0.0,44.48,6.11,76.27,77.11
artificial_wisdom,2163,45.91,21.04,66.28,17.81,0.0,46.75,3.79,73.01,76.62
artificial_wisdom,2164,45.69,20.01,67.01,17.25,0.21,45.78,2.33,65.26,78.18
artificial_wisdom,2165,45.79,20.84,66.47,14.78,4.35,42.33,0.0,68.83,73.47
artificial_wisdom,2166,45.59,21.02,66.57,12.84,5.74,41.36,0.0,69.41,72.94
artificial_wisdom,2167,45.41,19.76,67.05,16.66,6.89,50.47,0.0,69.36,69.79
artificial_wisdom,2168,45.18,20.46,65.88,20.09,8.57,52.72,0.0,67.12,63.75
artificial_wisdom,2169,45.13,21.03,64.78,25.18,9.06,51.91,2.78,69.37,66.72
artificial_wisdom,2170,45.05,21.51,65.27,20.28,8.81,52.47,3.82,72.24,63.75
artificial_wisdom,2171,45.01,19.28,66.85,20.62,14.36,54.52,6.41,72.17,66.1
artificial_wisdom,2172,44.96,20.5,67.01,26.0,12.77,58.14,3.77,73.93,68.86
artificial_wisdom,2173,45.0,19.76,66.08,23.7,14.4,56.07,1.33,73.91,74.71
artificial_wisdom,2174,44.8,18.46,65.82,24.59,15.3,53.84,1.54,70.37,73.04
artificial_wisdom,2175,44.86,19.52,65.88,27.06,13.14,58.15,0.91,69.76,76.92
artificial_wisdom,2176,44.72,20.93,65.26,25.08,9.86,62.02,2.14,63.26,77.1
artificial_wisdom,2177,44.69,21.68,65.76,23.82,13.86,59.8,0.37,60.52,73.99
artificial_wisdom,2178,44.5,21.22,66.29,21.68,7.73,56.69,0.0,56.03,69.36
artificial_wisdom,2179,44.52,20.93,66.32,20.08,4.77,53.0,1.41,55.9,68.11
artificial_wisdom,2180,44.4,20.91,66.38,18.65,9.08,53.71,2.82,48.14,66.2
artificial_wisdom,2181,44.28,20.96,65.64,12.1,6.69,54.84,0.77,49.71,63.18
artificial_wisdom,2182,43.89,19.07,64.28,13.79,4.28,54.07,2.01,51.33,62.85
artificial_wisdom,2183,43.65,19.04,64.89,19.57,2.64,52.71,0.0,56.65,61.79
artificial_wisdom,2184,43.6,18.92,63.93,16.01,6.46,56.42,0.3,52.35,63.09
artificial_wisdom,2185,43.53,18.74,65.45,14.11,2.23,59.57,0.0,54.07,64.52
artificial_wisdom,2186,43.51,18.07,65.35,20.22,3.12,53.39,0.0,54.28,65.64
artificial_wisdom,2187,43.62,18.67,64.68,23.13,0.0,52.39,2.89,58.92,71.27
artificial_wisdom,2188,43.35,17.48,63.37,21.92,6.54,57.51,6.46,61.09,73.8
artificial_wisdom,2189,43.31,18.92,65.16,19.51,1.47,60.44,5.4,61.01,72.11
artificial_wisdom,2190,43.14,17.5,64.78,18.29,2.2,57.37,5.58,61.75,71.93
artificial_wisdom,2191,43.33,17.25,65.24,16.02,4.48,62.99,3.76,65.47,74.65
artificial_wisdom,2192,43.0,18.16,64.46,8.02,1.77,61.11,6.08,66.05,76.12
artificial_wisdom,2193,43.02,18.68,64.76,9.89,0.0,58.89,2.39,65.56,75.81
artificial_wisdom,2194,42.78,17.84,66.55,10.36,1.07,61.64,5.12,70.22,77.99
artificial_wisdom,2195,43.06,18.11,66.11,10.88,3.18,63.48,3.14,74.1,83.2
artificial_wisdom,2196,43.12,19.19,66.07,16.77,3.05,64.46,4.36,74.1,85.11
artificial_wisdom,2197,43.18,20.23,65.69,16.36,2.27,69.73,4.84,74.31,87.8
artificial_wisdom,2198,42.95,19.49,66.62,16.77,3.05,69.54,1.15,74.23,84.44
artificial_wisdom,2199,42.86,20.68,66.07,17.35,0.0,72.3,3.38,75.09,84.19
artificial_wisdom,2200,42.76,20.52,65.61,18.56,0.0,69.01,2.91,76.14,84.0
